trr_rd_no,statute,description,subject_no,trr_report_id
JA181544,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19448873,101717
JA181603,720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19448947,101718
JA181603,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19448947,101718
JA181603,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19448947,101719
JA181603,720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19448947,101719
JA181603,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19448947,101719
JA181645,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19448947,101720
JA181645,720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19448947,101720
JA181645,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19448947,101720
JA181645,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19448947,101721
JA181645,720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19448947,101721
JA181645,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19448947,101721
JA182135,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19449175,101724
JA182135,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19449175,101724
JA182674,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19449339,101729
JA182674,8-4-010(H),IN PUBLIC UNDER INFLUENCE DRUGS/ALCOHOL	,19449339,101729
JA182674,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19449339,101730
JA182674,8-4-010(H),IN PUBLIC UNDER INFLUENCE DRUGS/ALCOHOL	,19449339,101730
JA182857,8-4-010(A),DISORDERLY CONDUCT - BREACH OF PEACE,19449401,101731
JA182857,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19449401,101732
JA182857,8-4-010(A),DISORDERLY CONDUCT - BREACH OF PEACE,19449401,101732
JA182828,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19449400,101733
JA182828,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/LOADED/NO FCCA ,19449400,101733
JA182828,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19449400,101733
JA182828,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19449400,101733
JA183009,720 ILCS 5.0/20-1.1-A-1,ARSON - AGG ARSON/KNOW PERSON PRESENT,19449539,101736
JA183009,720 ILCS 5.0/20-1.1-A-1,ARSON - AGG ARSON/KNOW PERSON PRESENT,19449539,101737
JA183155,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19449598,101739
JA183155,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19449598,101739
JA183155,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19449598,101739
JA183155,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19449598,101739
JA183155,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19449598,101739
JA183155,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,1944959,101741
JA183155,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,1944959,101741
JA183155,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,1944959,101741
JA183155,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,1944959,101741
JA183155,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,1944959,101741
JA183155,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19449598,101742
JA183155,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19449598,101742
JA183155,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19449598,101742
JA183155,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19449598,101742
JA183155,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19449598,101742
JA183522,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19449655,101743
JA183522,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19449655,101743
JA183710,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19449709,101744
JA183710,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19449709,101744
JA183710,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19449709,101744
JA183710,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19449709,101745
JA183710,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19449709,101745
JA183710,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19449709,101745
JA183771,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19449712,101746
JA183915,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19449829,101749
JA183915,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19449829,101749
JA183915,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19449829,101749
JA183915,625 ILCS 5.0/6-101,DL EXPIRED MORE THAN A YEAR,19449829,101749
JA183915,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19449829,101749
JA183915,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19449829,101749
JA183915,9-40-090,DIMMING HEADLIGHTS REQUIRED ,19449829,101749
JA183915,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19449829,101750
JA183915,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19449829,101750
JA183915,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19449829,101750
JA183915,625 ILCS 5.0/6-101,DL EXPIRED MORE THAN A YEAR,19449829,101750
JA183915,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19449829,101750
JA183915,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19449829,101750
JA183915,9-40-090,DIMMING HEADLIGHTS REQUIRED ,19449829,101750
JA183915,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19449829,101751
JA183915,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19449829,101751
JA183915,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19449829,101751
JA183915,625 ILCS 5.0/6-101,DL EXPIRED MORE THAN A YEAR,19449829,101751
JA183915,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19449829,101751
JA183915,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19449829,101751
JA183915,9-40-090,DIMMING HEADLIGHTS REQUIRED ,19449829,101751
JA183915,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19449829,101752
JA183915,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19449829,101752
JA183915,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19449829,101752
JA183915,625 ILCS 5.0/6-101,DL EXPIRED MORE THAN A YEAR,19449829,101752
JA183915,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19449829,101752
JA183915,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19449829,101752
JA183915,9-40-090,DIMMING HEADLIGHTS REQUIRED ,19449829,101752
JA183857,720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,,101755
JA183857,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,,101755
JA184078,720 ILCS 5.0/26-1-A-1,DISORDERLY CONDUCT - BREACH OF PEACE,19449925,101756
JA184078,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19449925,101756
JA184078,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19449925,101756
JA184078,720 ILCS 5.0/26-1-A-1,DISORDERLY CONDUCT - BREACH OF PEACE,19449925,101757
JA184078,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19449925,101757
JA184078,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19449925,101757
JA182344,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19449719,101758
JA182344,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19449719,101758
JA182344,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19449719,101759
JA182344,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19449719,101759
JA184238,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19450020,101761
JA184238,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19450020,101761
JA184238,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19450020,101761
JA184459,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19450073,101762
JA184459,8-4-260,TRESPASSING ON ELEVATED TRACK,19450073,101762
JA184459,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19450073,101763
JA184459,8-4-260,TRESPASSING ON ELEVATED TRACK,19450073,101763
JA184459,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19450073,101764
JA184459,8-4-260,TRESPASSING ON ELEVATED TRACK,19450073,101764
JA184459,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19450073,101765
JA184459,8-4-260,TRESPASSING ON ELEVATED TRACK,19450073,101765
JA184867,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19450238,101766
JA184867,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19450238,101766
JA185595,720 ILCS 5.0/18-2-A-2,ROBBERY - ARMED W/ FIREARM,19450488,101767
JA185595,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19450488,101767
JA186233,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19450660,101770
JA186233,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19450660,101770
JA186636,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19450786,101772
JA186636,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19450786,101772
JA186636,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19450786,101772
JA186636,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19450786,101772
JA186636,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19450786,101772
JA186636,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19450786,101773
JA186636,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19450786,101773
JA186636,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19450786,101773
JA186636,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19450786,101773
JA186636,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19450786,101773
JA186735,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19450795,101774
JA186735,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19450795,101774
JA186735,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19450795,101774
JA186735,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19450795,101774
JA186735,9-76-160(F),REGISTRATION PLATES,19450795,101774
JA186735,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19450795,101775
JA186735,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19450795,101775
JA186735,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19450795,101775
JA186735,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19450795,101775
JA186735,9-76-160(F),REGISTRATION PLATES,19450795,101775
JA186905,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19450852,101776
JA186905,720 ILCS 5.0/18-1-B-1,ROBBERY - AGG ROBBERY/INDICATE ARM W/FIR ,19450852,101776
JA186905,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19450852,101776
JA186905,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19450852,101776
JA186905,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19450852,101776
JA189905,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19450852,101777
JA189905,720 ILCS 5.0/18-1-B-1,ROBBERY - AGG ROBBERY/INDICATE ARM W/FIR ,19450852,101777
JA189905,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19450852,101777
JA189905,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19450852,101777
JA189905,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19450852,101777
JA187279,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19450970,101778
JA187279,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19450970,101778
JA187279,8-8-080,INDECENT EXPOSURE URINATING IN PUBLIC,19450970,101778
JA187414,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19451084,101780
JA187414,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451084,101780
JA187414,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19451084,101781
JA187414,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451084,101781
JA187411,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19451094,101782
JA187411,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19451094,101782
JA187411,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19451094,101782
JA187411,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19451094,101783
JA187411,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19451094,101783
JA187411,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19451094,101783
JA187411,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19451094,101784
JA187411,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19451094,101784
JA187411,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19451094,101784
JA187631,625 ILCS 5.0/11-402-A,LEAVING THE SCENE,19451164,101786
JA187631,625 ILCS 5.0/11-403,IVC - FAIL GIVE INFO/RENDER AID PROPERTY,19451164,101786
JA187631,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19451164,101786
JA187631,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19451164,101786
JA187631,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19451164,101786
JA187631,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451164,101786
JA187631,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS A OFFENSE,19451164,101786
JA188130,625 ILCS 5.0/11-804-B,IVC - FAIL TO SIGNAL,19451284,101787
JA188130,"625 ILCS 5.0/18B-103,392.16",FAILED TO USE SEATBELT,19451284,101787
JA188130,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19451284,101787
JA188130,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19451284,101787
JA188130,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19451284,101787
JA188271,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19451321,101788
JA188271,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451321,101788
JA188271,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19451321,101789
JA188271,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451321,101789
JA188366,625 ILCS 5.0/11-1010,IVC - PEDESTRIAN - INFLUENCE DRUG/ALCOHOL,19451383,101790
JA188366,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,19451383,101790
JA188366,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451383,101790
JA188599,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19451500,101791
JA188599,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19451500,101791
JA188599,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19451500,101791
JA188599,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451500,101791
JA188597,625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19451544,101792
JA188597,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19451544,101792
JA188597,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19451544,101792
JA188597,625 ILCS 5.0/11-605-A,IVC - SPEEDING IN SCHOOL ZONE,19451544,101792
JA188597,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19451544,101792
JA188597,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19451544,101792
JA188599,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19451500,101793
JA188599,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19451500,101793
JA188599,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19451500,101793
JA188599,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451500,101793
JA188596,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19451543,101794
JA188596,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19451543,101794
JA188596,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451543,101794
JA188596,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19451543,101795
JA188596,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19451543,101795
JA188596,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451543,101795
JA188599,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19451500,101796
JA188599,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19451500,101796
JA188599,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19451500,101796
JA188599,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451500,101796
JA188651,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19451426,101797
JA188651,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451426,101797
JA188651,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19451426,101798
JA188651,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451426,101798
JA188651,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19451426,101799
JA188651,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451426,101799
JA188597,625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19451544,101800
JA188597,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19451544,101800
JA188597,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19451544,101800
JA188597,625 ILCS 5.0/11-605-A,IVC - SPEEDING IN SCHOOL ZONE,19451544,101800
JA188597,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19451544,101800
JA188597,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19451544,101800
JA189494,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19451831,101802
JA189494,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451831,101802
JA189494,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19451831,101803
JA189494,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19451831,101803
JA190200,10-8-515,SOLICITING UNLAWFUL BUSINESS,19452153,101813
JA190200,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19452153,101813
JA190200,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19452153,101813
JA181492,720 ILCS 5.0/10-2-A-3,AGG KIDNAPING-INFLICT HARM,19452275,101817
JA181492,720 ILCS 5.0/11-1.30-A-1,AGG CRIM SEX ASSAULT/WEAPON,19452275,101817
JA181492,720 ILCS 5.0/18-2-A-2,ROBBERY - ARMED W/ FIREARM,19452275,101817
JA181492,720 ILCS 5.0/18-4-A-4,VEHICULAR HIJACKING - AGG - FIREARM,19452275,101817
JA181492,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19452275,101817
JA181492,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19452275,101817
JA181492,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19452275,101817
JA181492,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19452275,101817
JA181492,720 ILCS 5.0/10-2-A-3,AGG KIDNAPING-INFLICT HARM,19452275,101818
JA181492,720 ILCS 5.0/11-1.30-A-1,AGG CRIM SEX ASSAULT/WEAPON,19452275,101818
JA181492,720 ILCS 5.0/18-2-A-2,ROBBERY - ARMED W/ FIREARM,19452275,101818
JA181492,720 ILCS 5.0/18-4-A-4,VEHICULAR HIJACKING - AGG - FIREARM,19452275,101818
JA181492,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19452275,101818
JA181492,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19452275,101818
JA181492,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19452275,101818
JA181492,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19452275,101818
JA181492,720 ILCS 5.0/10-2-A-3,AGG KIDNAPING-INFLICT HARM,19452275,101819
JA181492,720 ILCS 5.0/11-1.30-A-1,AGG CRIM SEX ASSAULT/WEAPON,19452275,101819
JA181492,720 ILCS 5.0/18-2-A-2,ROBBERY - ARMED W/ FIREARM,19452275,101819
JA181492,720 ILCS 5.0/18-4-A-4,VEHICULAR HIJACKING - AGG - FIREARM,19452275,101819
JA181492,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19452275,101819
JA181492,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19452275,101819
JA181492,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19452275,101819
JA181492,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19452275,101819
JA181492,720 ILCS 5.0/10-2-A-3,AGG KIDNAPING-INFLICT HARM,19452275,101820
JA181492,720 ILCS 5.0/11-1.30-A-1,AGG CRIM SEX ASSAULT/WEAPON,19452275,101820
JA181492,720 ILCS 5.0/18-2-A-2,ROBBERY - ARMED W/ FIREARM,19452275,101820
JA181492,720 ILCS 5.0/18-4-A-4,VEHICULAR HIJACKING - AGG - FIREARM,19452275,101820
JA181492,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19452275,101820
JA181492,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19452275,101820
JA181492,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19452275,101820
JA181492,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19452275,101820
JA190782,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19452334,101821
JA190782,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19452334,101821
JA190782,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19452334,101821
JA190836,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19452360,101822
JA190836,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19452360,101822
JA190836,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19452360,101822
JA190836,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19452360,101822
JA190836,9-24-010(B),STOP AT STOP SIGN,19452360,101822
JA191036,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19452513,101823
JA191039,10-8-526,CTA - TRESPASS ON/REMAIN (98-126-1.14B),19452535,101824
