weapon_type,firearm_caliber,weapon_description,trr_report_id
HANDS/FISTS,,,102962
FIREARM - SEMI-AUTOMATIC,40 S&W,,102966
HANDS/FISTS,,,102966
HANDS/FISTS,,,102971
HANDS/FISTS,,,102975
VERBAL THREAT (ASSAULT),,,102975
HANDS/FISTS,,,102976
VERBAL THREAT (ASSAULT),,,102976
OTHER (SPECIFY),,2 LITER BOTTLE THROWN STRIKING SERGEANT DOBDA,102977
VERBAL THREAT (ASSAULT),,,102979
FEET,,,102980
HANDS/FISTS,,,102980
VERBAL THREAT (ASSAULT),,,102980
VERBAL THREAT (ASSAULT),,,102981
HANDS/FISTS,,,102987
OTHER (SPECIFY),,EXITED VEH APPROACHED R/O IN AGGRESSIVE MANNER WHILE YELLING,102988
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,102988
HANDS/FISTS,,,102990
VERBAL THREAT (ASSAULT),,,102990
HANDS/FISTS,,,102995
OTHER (SPECIFY),,THREW CITATION AT RO'S FACE,102996
OTHER (SPECIFY),,GLASS BOTTLE,103002
FIREARM - SEMI-AUTOMATIC,40 S&W,,103005
FIREARM - SEMI-AUTOMATIC,40 S&W,,103006
VERBAL THREAT (ASSAULT),,,103007
HANDS/FISTS,,,103010
"MOUTH (SPIT,BITE,ETC)",,,103010
OTHER (SPECIFY),,HEADBUTT,103013
VERBAL THREAT (ASSAULT),,,103013
HANDS/FISTS,,,103014
"MOUTH (SPIT,BITE,ETC)",,,103017
FEET,,,103018
"MOUTH (SPIT,BITE,ETC)",,,103018
VERBAL THREAT (ASSAULT),,,103018
FIREARM - SEMI-AUTOMATIC, 9 MM,,103019
OTHER (SPECIFY),,THREATEN TO SPIT ON ,103047
"MOUTH (SPIT,BITE,ETC)",,,103049
OTHER (SPECIFY),,ATTEMPT DISARM,103053
HANDS/FISTS,,,103055
FIREARM - REVOLVER,410,,103061
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,103069
FIREARM - SEMI-AUTOMATIC, 9 MM,,103075
OTHER (SPECIFY),,CLOSED CAR WINDOW ON R/O'S LEFT ARM,103075
FEET,,,103077
HANDS/FISTS,,,103077
OTHER (SPECIFY),,"SWUNG BAG, HIT MEMBER'S FACE",103089
FIREARM - SEMI-AUTOMATIC,40 S&W,,103097
FEET,,,103099
OTHER (SPECIFY),,KICKED IN GROIN.,103099
FEET,,,103100
OTHER (SPECIFY),,KICKED IN LEG BY OFFENDER,103100
FEET,,,103101
HANDS/FISTS,,,103101
OTHER (SPECIFY),,KICKED OFFICER IN ARM,103101
VERBAL THREAT (ASSAULT),,,103107
FIREARM - SEMI-AUTOMATIC, 9 MM,,103113
FIREARM - SEMI-AUTOMATIC, 9 MM,,103114
VERBAL THREAT (ASSAULT),,,103115
"MOUTH (SPIT,BITE,ETC)",,,103117
OTHER (SPECIFY),,FLAILING ELBOWS AND LEGS,103117
HANDS/FISTS,,,103121
HANDS/FISTS,,,103124
VERBAL THREAT (ASSAULT),,,103135
OTHER (SPECIFY),,VEHICLE-STRUCK SQUAD CAR INTENTIONALLY ,103138
OTHER (SPECIFY),,VEHICLE STRUCK SQUAD CAR INTENTIONALLY,103139
OTHER (SPECIFY),,"CLOSED DISTANCE, COMBATIVE STANCE",103147
VERBAL THREAT (ASSAULT),,,103147
OTHER (SPECIFY),,COMBATIVE STANCE AND CLOSED DISTANCE,103148
VERBAL THREAT (ASSAULT),,,103148
FIREARM - SEMI-AUTOMATIC, 9 MM,,103149
FIREARM - SEMI-AUTOMATIC, 9 MM,,103150
HANDS/FISTS,,,103150
FIREARM - SEMI-AUTOMATIC, 9 MM,,103151
HANDS/FISTS,,,103151
FIREARM - SEMI-AUTOMATIC, 9 MM,JIMENEZ ARMS HANDGUN,103153
FIREARM - SEMI-AUTOMATIC, 9 MM,,103154
HANDS/FISTS,,,103155
FIREARM - SEMI-AUTOMATIC,UNKNOWN,,103156
HANDS/FISTS,,,103156
HANDS/FISTS,,,103157
VERBAL THREAT (ASSAULT),,,103158
FEET,,,103160
HANDS/FISTS,,,103160
"MOUTH (SPIT,BITE,ETC)",,,103160
VERBAL THREAT (ASSAULT),,,103160
FEET,,,103161
HANDS/FISTS,,,103161
"MOUTH (SPIT,BITE,ETC)",,,103161
OTHER (SPECIFY),,THREATENED R/O WITH SYRINGE ,103161
VERBAL THREAT (ASSAULT),,,103161
"MOUTH (SPIT,BITE,ETC)",,,103162
"MOUTH (SPIT,BITE,ETC)",,,103165
FEET,,,103176
HANDS/FISTS,,,103187
HANDS/FISTS,,,103192
"MOUTH (SPIT,BITE,ETC)",,,103192
VERBAL THREAT (ASSAULT),,,103192
"MOUTH (SPIT,BITE,ETC)",,,103193
VERBAL THREAT (ASSAULT),,,103193
FIREARM - SEMI-AUTOMATIC, 9 MM,,103204
VERBAL THREAT (ASSAULT),,,103207
OTHER (SPECIFY),,KNEE,103209
VERBAL THREAT (ASSAULT),,,103209
HANDS/FISTS,,,103211
HANDS/FISTS,,,103213
OTHER (SPECIFY),,DRAGGED OFFICER INTO DOORWAY,103220
HANDS/FISTS,,,103223
OTHER (SPECIFY),,GRABBED HAND AND FINGERS,103223
FEET,,,103224
HANDS/FISTS,,,103224
VERBAL THREAT (ASSAULT),,,103225
FIREARM - SEMI-AUTOMATIC, 9 MM,,103227
HANDS/FISTS,,,103228
FEET,,,103230
VERBAL THREAT (ASSAULT),,,103233
FEET,,,103234
"MOUTH (SPIT,BITE,ETC)",,,103234
FIREARM - SEMI-AUTOMATIC,40 S&W,,103239
FIREARM - SEMI-AUTOMATIC,40 S&W,STOEGER,103240
FIREARM - SEMI-AUTOMATIC,40 S&W,,103241
FIREARM - SEMI-AUTOMATIC,40 S&W,,103242
FIREARM - SEMI-AUTOMATIC,22 LR,SIG SAUER MOSQUITO,103249
FIREARM - SEMI-AUTOMATIC,22 LR,"SIG SAUER, MOD. MOSQUITO",103252
FIREARM - SEMI-AUTOMATIC,22 LR,,103253
HANDS/FISTS,,,103254
"MOUTH (SPIT,BITE,ETC)",,,103254
OTHER (SPECIFY),,CLENCH FIST/GRIND TEETH,103254
VERBAL THREAT (ASSAULT),,,103254
FEET,,,103255
FIREARM - SEMI-AUTOMATIC, 9 MM,,103256
FIREARM - SEMI-AUTOMATIC, 9 MM,,103257
FIREARM - SEMI-AUTOMATIC,380 ACP,,103262
FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK,103266
FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK,103267
HANDS/FISTS,,,103269
HANDS/FISTS,,,103270
OTHER (SPECIFY),,HEAD,103270
FEET,,,103271
HANDS/FISTS,,,103276
VERBAL THREAT (ASSAULT),,,103276
FIREARM - SEMI-AUTOMATIC,OTHER,40 CALIBER GLOCK,103282
OTHER (SPECIFY),,CRASHED VEHICLE WHILE OFFICER IN VEHICLE. CAUSING INJURY,103282
"MOUTH (SPIT,BITE,ETC)",,,103284
FEET,,,103287
HANDS/FISTS,,,103287
FEET,,,103288
HANDS/FISTS,,,103288
OTHER (SPECIFY),,PUSHED UNIFORMED P.O. JOHNSON #8781 ASIDE ACTIVELY RESISTED,103295
VERBAL THREAT (ASSAULT),,,103297
HANDS/FISTS,,,103299
VERBAL THREAT (ASSAULT),,,103301
FIREARM - SEMI-AUTOMATIC,380 ACP,,103302
OTHER (SPECIFY),,POINTED WEAPON AT MEMBER,103302
VERBAL THREAT (ASSAULT),,,103302
OTHER (SPECIFY),,STEERED VEH AT MEMBER'S VEH,103304
VERBAL THREAT (ASSAULT),,,103304
VERBAL THREAT (ASSAULT),,,103307
"MOUTH (SPIT,BITE,ETC)",,,103308
HANDS/FISTS,,,103310
HANDS/FISTS,,,103325
HANDS/FISTS,,,103326
VERBAL THREAT (ASSAULT),,,103326
VERBAL THREAT (ASSAULT),,,103327
HANDS/FISTS,,,103334
VERBAL THREAT (ASSAULT),,,103334
HANDS/FISTS,,,103338
HANDS/FISTS,,,103339
"MOUTH (SPIT,BITE,ETC)",,,103341
OTHER (SPECIFY),,PUSHED MEMBER,103342
FEET,,,103349
HANDS/FISTS,,,103352
"MOUTH (SPIT,BITE,ETC)",,,103352
FEET,,,103361
KNIFE/OTHER CUTTING INSTRUMENT,,,103368
KNIFE/OTHER CUTTING INSTRUMENT,,,103369
FEET,,,103375
HANDS/FISTS,,,103375
OTHER (SPECIFY),,CHEST AND BACK BUMP,103380
FIREARM - SEMI-AUTOMATIC, 9 MM,,103382
FIREARM - SEMI-AUTOMATIC,40 S&W,,103383
FIREARM - SEMI-AUTOMATIC,40 S&W,,103384
FIREARM - SEMI-AUTOMATIC,40 S&W,,103385
"MOUTH (SPIT,BITE,ETC)",,,103385
FIREARM - SEMI-AUTOMATIC,40 S&W,,103386
HANDS/FISTS,,,103386
VERBAL THREAT (ASSAULT),,,103393
OTHER (SPECIFY),,ROCKS,103394
VEHICLE - OFFICER STRUCK WITH VEHICLE,,,103398
FEET,,,103399
HANDS/FISTS,,,103399
HANDS/FISTS,,,103400
HANDS/FISTS,,,103402
OTHER (SPECIFY),,RAISED CLOSED R FIST,103402
FEET,,,103406
HANDS/FISTS,,,103406
HANDS/FISTS,,,103410
BLUNT INSTRUMENT,,,103412
FEET,,,103414
HANDS/FISTS,,,103414
"MOUTH (SPIT,BITE,ETC)",,,103414
VERBAL THREAT (ASSAULT),,,103414
FEET,,,103415
HANDS/FISTS,,,103415
"MOUTH (SPIT,BITE,ETC)",,,103415
FEET,,,103416
HANDS/FISTS,,,103416
"MOUTH (SPIT,BITE,ETC)",,,103416
VERBAL THREAT (ASSAULT),,,103416
FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK 23 GEN 4,103418
FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK23,103419
VERBAL THREAT (ASSAULT),,,103422
HANDS/FISTS,,,103423
VERBAL THREAT (ASSAULT),,,103425
FIREARM - SEMI-AUTOMATIC,25 ACP,,103429
HANDS/FISTS,,,103429
VERBAL THREAT (ASSAULT),,,103430
BLUNT INSTRUMENT,,WOODER STICK,103433
BLUNT INSTRUMENT,,WOODEN STICK,103434
FEET,,,103436
VERBAL THREAT (ASSAULT),,,103436
FIREARM - SEMI-AUTOMATIC, 9 MM,TAURUS PT92,103437
FIREARM - SEMI-AUTOMATIC, 9 MM,"TAURUS PT92 PARABELLUM 5""BARRELL",103440
FIREARM - SEMI-AUTOMATIC, 9 MM,,103441
VERBAL THREAT (ASSAULT),,,103444
HANDS/FISTS,,,103445
HANDS/FISTS,,,103446
VERBAL THREAT (ASSAULT),,,103446
VERBAL THREAT (ASSAULT),,,103453
VERBAL THREAT (ASSAULT),,,103458
VERBAL THREAT (ASSAULT),,,103459
FIREARM - SEMI-AUTOMATIC,OTHER,.25ACP PISTOL,103460
FIREARM - SEMI-AUTOMATIC,25 ACP,,103462
VERBAL THREAT (ASSAULT),,,103463
HANDS/FISTS,,,103464
VERBAL THREAT (ASSAULT),,,103465
OTHER (SPECIFY),,FOREARM,103472
HANDS/FISTS,,,103474
HANDS/FISTS,,,103475
FIREARM - SEMI-AUTOMATIC,380 ACP,,103482
HANDS/FISTS,,,103482
FIREARM - SEMI-AUTOMATIC,380 ACP,,103483
HANDS/FISTS,,,103485
HANDS/FISTS,,,103491
"MOUTH (SPIT,BITE,ETC)",,,103492
HANDS/FISTS,,,103494
VERBAL THREAT (ASSAULT),,,103494
FEET,,,103496
OTHER (SPECIFY),,SWUNG ARMS & LEGS WILDLY,103497
OTHER (SPECIFY),,SWINGING ARMS & LEGS WILDLY,103498
VERBAL THREAT (ASSAULT),,,103501
HANDS/FISTS,,,103504
"MOUTH (SPIT,BITE,ETC)",,,103510
VERBAL THREAT (ASSAULT),,,103511
FIREARM - SEMI-AUTOMATIC, 9 MM,,103512
KNIFE/OTHER CUTTING INSTRUMENT,,,103513
HANDS/FISTS,,,103517
VERBAL THREAT (ASSAULT),,,103517
FEET,,,103522
HANDS/FISTS,,,103522
VERBAL THREAT (ASSAULT),,,103526
HANDS/FISTS,,,103528
HANDS/FISTS,,,103529
VERBAL THREAT (ASSAULT),,,103529
HANDS/FISTS,,,103530
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,103537
OTHER (SPECIFY),,OFFENDER'S BODY STRUCK R/O'S BODY AS HE ATTEMPTED TO FLEE,103543
FIREARM - REVOLVER,22 SHORT,,103547
VERBAL THREAT (ASSAULT),,,103550
FIREARM - SEMI-AUTOMATIC, 9 MM,,103555
FIREARM - SEMI-AUTOMATIC, 9 MM,,103565
FIREARM - SEMI-AUTOMATIC, 9 MM,,103566
VERBAL THREAT (ASSAULT),,,103568
HANDS/FISTS,,,103569
HANDS/FISTS,,,103570
HANDS/FISTS,,,103571
HANDS/FISTS,,,103572
FIREARM - REVOLVER,22 SHORT,,103573
OTHER (SPECIFY),,CRACK PIPE,103574
FEET,,,103575
OTHER (SPECIFY),,CRACK PIPE,103575
OTHER (SPECIFY),,CRACK PIPE,103576
OTHER (SPECIFY),,LEFT ELBOW,103578
"MOUTH (SPIT,BITE,ETC)",,,103579
"MOUTH (SPIT,BITE,ETC)",,,103580
HANDS/FISTS,,,103581
OTHER (SPECIFY),,SPIT,103581
FEET,,,103582
HANDS/FISTS,,,103582
"MOUTH (SPIT,BITE,ETC)",,,103582
VERBAL THREAT (ASSAULT),,,103582
HANDS/FISTS,,,103585
"MOUTH (SPIT,BITE,ETC)",,,103585
VERBAL THREAT (ASSAULT),,,103585
"MOUTH (SPIT,BITE,ETC)",,,103586
HANDS/FISTS,,,103588
VERBAL THREAT (ASSAULT),,,103588
HANDS/FISTS,,,103589
OTHER (SPECIFY),,LARGE GLASS  BOTTLE.,103600
HANDS/FISTS,,,103605
OTHER (SPECIFY),,LARGE GLASS BOTTLE,103606
OTHER (SPECIFY),,LARGE GLASS BOTTLE IN RAISED HAND,103606
VERBAL THREAT (ASSAULT),,,103606
HANDS/FISTS,,,103608
VERBAL THREAT (ASSAULT),,,103608
HANDS/FISTS,,,103609
VERBAL THREAT (ASSAULT),,,103609
KNIFE/OTHER CUTTING INSTRUMENT,,,103611
FIREARM - SEMI-AUTOMATIC,40 S&W,,103613
HANDS/FISTS,,,103614
VERBAL THREAT (ASSAULT),,,103617
FEET,,,103626
HANDS/FISTS,,,103626
HANDS/FISTS,,,103628
FEET,,,103630
HANDS/FISTS,,,103630
HANDS/FISTS,,,103642
"MOUTH (SPIT,BITE,ETC)",,,103648
FIREARM - RIFLE,UNKNOWN,,103649
FIREARM - SEMI-AUTOMATIC,UNKNOWN,,103649
FIREARM - SEMI-AUTOMATIC,40 S&W,,103650
HANDS/FISTS,,,103659
HANDS/FISTS,,,103661
FEET,,,103664
FIREARM - SEMI-AUTOMATIC, 9 MM,GLOCK,103664
HANDS/FISTS,,,103664
OTHER (SPECIFY),,SCREWDRIVER,103665
OTHER (SPECIFY),,SCREWDRIVER,103666
OTHER (SPECIFY),,SCREWDRIVER,103667
OTHER (SPECIFY),,SCREWDRIVER,103668
FEET,,,103671
HANDS/FISTS,,,103671
"MOUTH (SPIT,BITE,ETC)",,,103672
FEET,,,103673
FIREARM - SEMI-AUTOMATIC, 9 MM,,103674
FIREARM - SEMI-AUTOMATIC, 9 MM,,103675
FIREARM - SEMI-AUTOMATIC,380 ACP,,103676
VERBAL THREAT (ASSAULT),,,103677
VERBAL THREAT (ASSAULT),,,103678
HANDS/FISTS,,,103687
FIREARM - SEMI-AUTOMATIC, 9 MM,,103688
HANDS/FISTS,,,103690
FIREARM - SEMI-AUTOMATIC, 9 MM,,103694
HANDS/FISTS,,,103698
VERBAL THREAT (ASSAULT),,,103698
FIREARM - SEMI-AUTOMATIC, 9 MM,,103704
FIREARM - SEMI-AUTOMATIC, 9 MM,,103705
HANDS/FISTS,,,103706
VERBAL THREAT (ASSAULT),,,103706
VERBAL THREAT (ASSAULT),,,103709
FIREARM - SEMI-AUTOMATIC, 9 MM,,103710
HANDS/FISTS,,,103717
VERBAL THREAT (ASSAULT),,,103718
VERBAL THREAT (ASSAULT),,,103719
FIREARM - SEMI-AUTOMATIC, 9 MM,,103722
HANDS/FISTS,,,103724
VERBAL THREAT (ASSAULT),,,103724
FIREARM - SEMI-AUTOMATIC, 9 MM,,103728
VERBAL THREAT (ASSAULT),,,103734
"MOUTH (SPIT,BITE,ETC)",,,103736
KNIFE/OTHER CUTTING INSTRUMENT,,,103740
KNIFE/OTHER CUTTING INSTRUMENT,,,103743
VERBAL THREAT (ASSAULT),,,103745
OTHER (SPECIFY),,"FIGHTING STANCE, CLENCHED FISTS",103747
"MOUTH (SPIT,BITE,ETC)",,,103748
"MOUTH (SPIT,BITE,ETC)",,,103749
HANDS/FISTS,,,103758
FEET,,,103766
FEET,,,103768
HANDS/FISTS,,,103768
HANDS/FISTS,,,103769
VERBAL THREAT (ASSAULT),,,103769
VERBAL THREAT (ASSAULT),,,103770
OTHER (SPECIFY),,HANDS  AND FEET,103773
VERBAL THREAT (ASSAULT),,,103773
FEET,,,103777
HANDS/FISTS,,,103780
VERBAL THREAT (ASSAULT),,,103780
VERBAL THREAT (ASSAULT),,,103781
FIREARM - SEMI-AUTOMATIC, 9 MM,,103782
OTHER (SPECIFY),,AGGRAVATED ASSAULT W HANDGUN,103782
FIREARM - SEMI-AUTOMATIC, 9 MM,,103783
VEHICLE - OFFICER STRUCK WITH VEHICLE,,,103784
FIREARM - SEMI-AUTOMATIC,380 ACP,ACCU-TEK  HAND GUN,103791
FIREARM - SEMI-AUTOMATIC,UNKNOWN,,103793
FIREARM - SEMI-AUTOMATIC,UNKNOWN,,103795
FIREARM - SEMI-AUTOMATIC,380 ACP,,103796
FIREARM - SEMI-AUTOMATIC,380 ACP,BERSA,103797
FIREARM - SEMI-AUTOMATIC,OTHER,BERSA MODEL 83 .380 CAL,103798
OTHER (SPECIFY),,POINTNG GUN IN R/O DIRECTION,103798
VEHICLE - OFFICER STRUCK WITH VEHICLE,,,103800
FIREARM - SEMI-AUTOMATIC,380 ACP,BERSA,103801
FIREARM - SEMI-AUTOMATIC,380 ACP,,103802
FIREARM - SEMI-AUTOMATIC,380 ACP,BERSA,103803
FEET,,,103804
"MOUTH (SPIT,BITE,ETC)",,,103808
FIREARM - SEMI-AUTOMATIC, 9 MM,,103814
FIREARM - SEMI-AUTOMATIC, 9 MM,,103815
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,103823
FEET,,,103824
HANDS/FISTS,,,103824
"MOUTH (SPIT,BITE,ETC)",,,103824
VERBAL THREAT (ASSAULT),,,103824
FEET,,,103825
HANDS/FISTS,,,103825
"MOUTH (SPIT,BITE,ETC)",,,103825
VERBAL THREAT (ASSAULT),,,103825
FIREARM - SEMI-AUTOMATIC, 9 MM,,103826
HANDS/FISTS,,,103826
FIREARM - SEMI-AUTOMATIC, 9 MM,,103827
HANDS/FISTS,,,103830
HANDS/FISTS,,,103837
FIREARM - SEMI-AUTOMATIC,380 ACP,,103842
HANDS/FISTS,,,103845
OTHER (SPECIFY),,SLAPPED,103845
KNIFE/OTHER CUTTING INSTRUMENT,,,103849
HANDS/FISTS,,,103858
OTHER (SPECIFY),,OPEN HAND STRIKE TO R/O HANDS,103858
HANDS/FISTS,,,103859
OTHER (SPECIFY),,PUSHED,103859
HANDS/FISTS,,,103862
HANDS/FISTS,,,103863
FEET,,,103866
OTHER (SPECIFY),,LEFT ARM,103870
HANDS/FISTS,,,103871
FIREARM - REVOLVER, 38 CAL,BRITISH BULLDOG REVOLVER,103879
FIREARM - REVOLVER, 38 CAL,BRITISH BULLDOG REVOLVER,103880
VERBAL THREAT (ASSAULT),,,103883
FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK MOD #22,103890
FIREARM - SEMI-AUTOMATIC,40 S&W,SEMI-AUTO GLOCK MOD#22 ,103891
OTHER (SPECIFY),,HANDGUN,103891
VERBAL THREAT (ASSAULT),,,103891
VERBAL THREAT (ASSAULT),,,103894
FIREARM - REVOLVER,357 MAG,SMITH AND WESSON,103896
FIREARM - REVOLVER,357 MAG,,103897
VERBAL THREAT (ASSAULT),,,103901
VERBAL THREAT (ASSAULT),,,103902
FEET,,,103903
HANDS/FISTS,,,103903
"MOUTH (SPIT,BITE,ETC)",,,103907
"MOUTH (SPIT,BITE,ETC)",,,103908
VERBAL THREAT (ASSAULT),,,103908
FEET,,,103915
HANDS/FISTS,,,103915
FEET,,,103918
OTHER (SPECIFY),,SHOULDERS,103918
FIREARM - REVOLVER, 38 CAL,,103923
"MOUTH (SPIT,BITE,ETC)",,,103923
OTHER (SPECIFY),,HEADBUTT,103923
VERBAL THREAT (ASSAULT),,,103924
FIREARM - REVOLVER,32 CAL,,103925
HANDS/FISTS,,,103925
OTHER (SPECIFY),,OFFENDER WAS REACHING FOR HIS FIREARM,103925
FIREARM - REVOLVER,32 CAL,,103926
HANDS/FISTS,,,103926
OTHER (SPECIFY),,OFFENDER WAS REACHING FOR HIS FIREARM,103926
OTHER (SPECIFY),,GRABBED,103928
"MOUTH (SPIT,BITE,ETC)",,,103929
OTHER (SPECIFY), 9 MM,POSSESSION LIVE AMMO,103932
HANDS/FISTS,,,103940
OTHER (SPECIFY),,HEAD,103940
OTHER (SPECIFY),,HEAD BUTT,103941
VERBAL THREAT (ASSAULT),,,103941
HANDS/FISTS,,,103942
VERBAL THREAT (ASSAULT),,,103942
HANDS/FISTS,,,103943
FIREARM - SEMI-AUTOMATIC, 9 MM,BLACK RUGER P95 9MM,103945
HANDS/FISTS,,,103946
KNIFE/OTHER CUTTING INSTRUMENT,,,103946
OTHER (SPECIFY),,PUSHED R/O,103946
HANDS/FISTS,,,103953
HANDS/FISTS,,,103955
FEET,,,103969
HANDS/FISTS,,,103969
FEET,,,103979
HANDS/FISTS,,,103982
VERBAL THREAT (ASSAULT),,,103982
HANDS/FISTS,,,103985
OTHER (SPECIFY),,ATTEMPTED TO PUNCH P.O,103985
VERBAL THREAT (ASSAULT),,,103985
OTHER (SPECIFY),,BLADED STANCE ,103986
OTHER (SPECIFY),,WEAPON IMPLIED ,103987
VERBAL THREAT (ASSAULT),,,103987
HANDS/FISTS,,,103988
HANDS/FISTS,,,103989
VERBAL THREAT (ASSAULT),,,103989
OTHER (SPECIFY),,VEHICLE,103993
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,103993
OTHER (SPECIFY),,SHOULDER,104002
OTHER (SPECIFY),,BODY,104003
VERBAL THREAT (ASSAULT),,,104005
FIREARM - SEMI-AUTOMATIC, 9 MM,,104006
FIREARM - SEMI-AUTOMATIC, 9 MM,,104007
HANDS/FISTS,,,104011
VERBAL THREAT (ASSAULT),,,104011
FEET,,,104012
HANDS/FISTS,,,104012
VERBAL THREAT (ASSAULT),,,104012
HANDS/FISTS,,,104014
OTHER (SPECIFY),,WALKED TOWARDS R/O IN AGGRESSIVE MATTER NOT FOLLOWING VERBAL,104015
FIREARM - SEMI-AUTOMATIC,25 ACP,,104016
OTHER (SPECIFY),,HEAD,104016
HANDS/FISTS,,,104022
HANDS/FISTS,,,104023
VERBAL THREAT (ASSAULT),,,104023
OTHER (SPECIFY),,"CLINCHED FIST, ADVANCED IN AGGRESSIVE MANNER",104024
"MOUTH (SPIT,BITE,ETC)",,,104025
OTHER (SPECIFY),, ,104025
"MOUTH (SPIT,BITE,ETC)",,,104027
OTHER (SPECIFY),,SPIT ON OFFICER,104027
OTHER (SPECIFY),,PULLED AWAY/PUSHED,104028
HANDS/FISTS,,,104029
HANDS/FISTS,,,104031
FIREARM - SEMI-AUTOMATIC,45 CAL,,104035
OTHER (SPECIFY),,USED DOOR TO STRIKE OFFICER,104036
FEET,,,104037
FEET,,,104038
FIREARM - SEMI-AUTOMATIC, 9 MM,,104039
FIREARM - SEMI-AUTOMATIC, 9 MM,,104040
HANDS/FISTS,,,104041
HANDS/FISTS,,,104043
FEET,,,104046
OTHER (SPECIFY),,COMB,104049
FIREARM - SEMI-AUTOMATIC,22 SHORT,,104059
FEET,,,104061
HANDS/FISTS,,,104061
VERBAL THREAT (ASSAULT),,,104062
VERBAL THREAT (ASSAULT),,,104063
"MOUTH (SPIT,BITE,ETC)",,,104065
VERBAL THREAT (ASSAULT),,,104066
"MOUTH (SPIT,BITE,ETC)",,,104068
HANDS/FISTS,,,104076
VERBAL THREAT (ASSAULT),,,104085
FIREARM - SEMI-AUTOMATIC,40 S&W,,104086
KNIFE/OTHER CUTTING INSTRUMENT,,,104087
HANDS/FISTS,,,104090
VERBAL THREAT (ASSAULT),,,104093
OTHER (SPECIFY),,LUNGED AT OFFICER,104097
VERBAL THREAT (ASSAULT),,,104099
OTHER (SPECIFY),,LEATHER BELT,104100
FIREARM - REVOLVER,357 MAG,,104102
FIREARM - REVOLVER,357 MAG,,104103
"MOUTH (SPIT,BITE,ETC)",,,104104
HANDS/FISTS,,,104107
VERBAL THREAT (ASSAULT),,,104107
HANDS/FISTS,,,104108
VERBAL THREAT (ASSAULT),,,104108
KNIFE/OTHER CUTTING INSTRUMENT,,,104114
OTHER (SPECIFY),,HEAD,104115
VERBAL THREAT (ASSAULT),,,104118
FIREARM - SEMI-AUTOMATIC, 9 MM,,104120
OTHER (SPECIFY),,HEADBUTT,104122
HANDS/FISTS,,,104124
KNIFE/OTHER CUTTING INSTRUMENT,,METAL WIRE SHEARS,104127
HANDS/FISTS,,,104128
HANDS/FISTS,,,104129
"MOUTH (SPIT,BITE,ETC)",,,104133
VERBAL THREAT (ASSAULT),,,104133
FIREARM - SEMI-AUTOMATIC,380 ACP,,104138
FIREARM - SEMI-AUTOMATIC,380 ACP,SMITH & WESSON,104141
VERBAL THREAT (ASSAULT),,,104144
HANDS/FISTS,,,104145
"MOUTH (SPIT,BITE,ETC)",,,104146
"MOUTH (SPIT,BITE,ETC)",,,104147
HANDS/FISTS,,,104154
VERBAL THREAT (ASSAULT),,,104156
FIREARM - SEMI-AUTOMATIC,22 LR,,104157
FIREARM - SEMI-AUTOMATIC,22 LR,,104159
OTHER (SPECIFY),,ATTEMTPTED HEAD BUTT,104160
VERBAL THREAT (ASSAULT),,,104161
HANDS/FISTS,,,104163
VERBAL THREAT (ASSAULT),,,104163
FEET,,,104174
OTHER (SPECIFY),,HEADBUTT,104175
FIREARM - SEMI-AUTOMATIC,380 ACP,,104176
HANDS/FISTS,,,104176
FIREARM - SEMI-AUTOMATIC,UNKNOWN,"SMALL, BLUE STEEL SEMI-AUTO",104177
HANDS/FISTS,,,104177
OTHER (SPECIFY),,"CHARGED IN AGGRESIVE MOVEMENT AT RO, RO IN FEAR OF BATTERY",104184
HANDS/FISTS,,,104186
VERBAL THREAT (ASSAULT),,,104186
HANDS/FISTS,,,104189
OTHER (SPECIFY),,HEAD BUTT ,104190
"MOUTH (SPIT,BITE,ETC)",,,104196
VERBAL THREAT (ASSAULT),,,104196
FEET,,,104198
"MOUTH (SPIT,BITE,ETC)",,,104198
VERBAL THREAT (ASSAULT),,,104198
"MOUTH (SPIT,BITE,ETC)",,,104205
"MOUTH (SPIT,BITE,ETC)",,,104206
VERBAL THREAT (ASSAULT),,,104206
FIREARM - SEMI-AUTOMATIC,40 S&W,,104209
FIREARM - SEMI-AUTOMATIC,40 S&W,JCP HI-POINT,104210
VERBAL THREAT (ASSAULT),,,104213
HANDS/FISTS,,,104217
VERBAL THREAT (ASSAULT),,,104217
VERBAL THREAT (ASSAULT),,,104222
HANDS/FISTS,,,104224
VERBAL THREAT (ASSAULT),,,104225
HANDS/FISTS,,,104228
FIREARM - SEMI-AUTOMATIC,40 S&W,,104230
HANDS/FISTS,,,104231
VERBAL THREAT (ASSAULT),,,104231
FEET,,,104232
FEET,,,104233
FIREARM - SEMI-AUTOMATIC,40 S&W,,104233
HANDS/FISTS,,,104233
FEET,,,104240
